,name,neighborhood,property_type,room_type,amenities,price
2224,"Portland Getaway! Three Comfy and Unique Units, Theatre",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",580.0
2225,"Unique Property in Old Schoolhouse! Three  Comfy Units, Pool",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",580.0
2226,Adventure Awaits! Two Comfy Unit Near Attractions,Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",387.0
2227,"Unique Property in Old Schoolhouse! Two Comfy Units, Pool",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",387.0
2228,"Family and Friends Getaway! Two Comfy Units, Restaurant",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",387.0
2229,"Two Cozy Units for Large Group, Restaurant, Bike Rental",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",389.0
2230,"Unique Property in Old Schoolhouse! Comfy Unit, Pool",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",194.0
2231,"Portland Getaway! Comfy and Unique Unit, Theatre",Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",194.0
2232,Adventure Awaits! Comfy Unit Near Attractions,Concordia,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Building staff"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher""]",194.0
2233,Everything you need | 1BR in Portland,Northwest District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Patio or balcony""]",165.0
2234,Lovely Guest Suite with Unique touches!,University Park,Entire guest suite,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Clothing storage: closet"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Electric hot burner electric stove"", ""Hangers"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Cleaning products"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bed linens"", ""Central heating"", ""Dining table""]",87.0
2235,"GROUP ESCAPE! TWO COMFY UNITS, POOL, PARKING",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",248.0
2236,"PERFECT ESCAPE! TWO COMFY UNITS, POOL, PARKING",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",248.0
2237,"AMAZING ESCAPE! COMFY UNIT, POOL, PARKING",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2238,"Family Vacay! Modern Unit, Restaurant, Fitness Center",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2239,"GREAT STAY CLOSE TO THE AIRPORT! POOL, HOT TUB",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2240,"CLOSE TO THE AIRPORT! COMFY KING UNIT, POOL!",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2241,"Family Vacay! Modern Unit, Restaurant, Fitness Center",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2242,"GROUP ESCAPE! COMFY UNIT, POOL, PARKING, FITNESS",Parkrose,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Gym"", ""Private entrance"", ""Building staff"", ""Smoke alarm"", ""Bathtub"", ""TV with standard cable"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Pool""]",124.0
2243,Entire Gated Home ~ North Portland updated getaway,Portsmouth,Entire residential home,Entire home/apt,"[""Single level home"", ""Security cameras on property"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Coffee maker"", ""GE stainless steel oven"", ""Kirkland  body soap"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Cooking basics"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Smart lock"", ""Dishes and silverware"", ""GE stainless steel electric stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Private fenced garden or backyard"", ""Hangers"", ""Wine glasses"", ""Safe"", ""Wifi"", ""GE refrigerator"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Ceiling fan"", ""Outdoor furniture"", ""Head and shoulders  shampoo"", ""Private entrance"", ""Head and shoulders  conditioner"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Air conditioning"", ""Room-darkening shades"", ""Freezer"", ""Dining table"", ""Central heating"", ""Dishwasher"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""Keurig coffee machine""]",124.0
2244,Everything you need | Studio in Portland,Northwest District,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Patio or balcony""]",154.0
2245,Landing | Modern Apartment with Amazing Amenities (ID664953),Northwest District,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Shampoo"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Free parking on premises"", ""Air conditioning"", ""Long term stays allowed"", ""Bed linens"", ""Heating"", ""Hair dryer"", ""Iron"", ""Carbon monoxide alarm"", ""Private entrance""]",143.0
2246,Charming remodeled bungalow in trendy Westmoreland,Sellwood-Moreland Improvement League,Entire residential home,Entire home/apt,"[""TV"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Dedicated workspace"", ""Fire extinguisher"", ""First aid kit"", ""Carbon monoxide alarm""]",195.0
2247,"Sparkling clean condo in Portland, fast wifi | Barsala",Northwest District,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher""]",79.0
2248,Concordia Ranch w/ Sauna,Concordia,Entire guest suite,Entire home/apt,"[""Pour-over coffee"", ""Coffee maker"", ""Cooking basics"", ""Free street parking"", ""Fire pit"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Smart lock"", ""Dishes and silverware"", ""Electric stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Sound system"", ""Hangers"", ""Wifi"", ""Hot water"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Long term stays allowed"", ""Outdoor furniture"", ""Record player"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Private sauna"", ""Air conditioning"", ""Room-darkening shades"", ""Freezer"", ""Bed linens"", ""Central heating"", ""Dishwasher"", ""Dining table"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""Clothing storage: closet, dresser, and walk-in closet""]",116.0
2249,Lovely 1 bedroom unit with huge views and hot tub,Arbor Lodge,Entire rental unit,Entire home/apt,"[""Indoor fireplace"", ""Private hot tub"", ""TV"", ""Kitchen"", ""Security cameras on property"", ""Washer"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Dedicated workspace"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""First aid kit"", ""Carbon monoxide alarm""]",77.0
2250,"The Ultimate Downtown Address! 2 Garden View Units, Just Minutes to Art Museum and Keller Fountain Park! On-site Restaurant and Bar, Pet Friendly!",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Gym"", ""Building staff"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Air conditioning"", ""Bed linens"", ""Fire extinguisher""]",354.0
2251,"Escape w/ Your Friends! 2 Modern Units, Bike Rental, Game Room, Courtyard w/Fire Pit, Near Oregon History Museum!",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Gym"", ""Building staff"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Air conditioning"", ""Bed linens"", ""Fire extinguisher""]",354.0
2252,"2 Stylish Units Just Steps to Portland Art Museum and Keller Fountain Park, On-site Restaurant, Game Room, Pet Friendly!",Portland Downtown,Room in hotel,Private room,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Paid parking on premises"", ""Cable TV"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Gym"", ""Building staff"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Air conditioning"", ""Bed linens"", ""Fire extinguisher""]",354.0
